,Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Sex
82,1,3,29.69911764705882,0,0,2.1733302571367834,1,1
83,0,1,28.0,0,0,3.8732821771117156,2,0
84,1,2,17.0,0,0,2.4423470353692043,2,1
85,1,3,33.0,3,0,2.8243506567983707,2,1
86,0,3,16.0,1,3,3.5660053559634015,2,0
87,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
88,1,1,23.0,3,2,5.575949103146316,2,1
89,0,3,24.0,0,0,2.2027647577118348,2,0
90,0,3,29.0,0,0,2.2027647577118348,2,0
91,0,3,20.0,0,0,2.180891922715322,2,0
92,0,1,46.0,1,0,4.1299529896894684,2,0
93,0,3,26.0,1,2,3.0715352369694915,2,0
94,0,3,29.69911764705882,0,0,2.1102132003465894,2,0
95,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
96,0,1,29.69911764705882,0,0,3.57386695198272,0,0
97,1,1,23.0,0,1,4.164465907853638,0,0
98,1,2,34.0,0,1,3.1780538303479458,2,1
99,0,2,34.0,1,0,3.295836866004329,2,0
100,0,3,28.0,0,0,2.1855792552411137,2,1
101,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
102,0,1,21.0,0,1,4.360387947851531,2,0
103,0,3,33.0,0,0,2.267393053825037,2,0
104,0,3,37.0,2,0,2.188856327665703,2,0
105,0,3,28.0,0,0,2.1855792552411137,2,0
106,1,3,21.0,0,0,2.157559320943788,2,1
107,1,3,29.69911764705882,0,0,2.1719067693519296,2,0
108,0,3,38.0,0,0,2.1855792552411137,2,0
109,1,3,29.69911764705882,1,0,3.224857896545748,1,1
110,0,1,47.0,0,0,3.970291913552122,2,0
111,0,3,14.5,1,0,2.737880811060884,0,1
112,0,3,22.0,0,0,2.2027647577118348,2,0
113,0,3,20.0,1,0,2.3818582738885534,2,1
114,0,3,17.0,0,0,2.738146075922933,0,1
115,0,3,21.0,0,0,2.188856327665703,2,0
116,0,3,29.69911764705882,0,0,2.169053700369523,1,0
117,0,2,29.0,1,0,3.091042453358316,2,0
118,0,1,24.0,0,1,5.515526544247129,0,0
119,0,3,29.69911764705882,4,2,3.4742929367327062,2,1
120,0,2,21.0,2,0,4.310799125385514,2,0
121,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
122,0,2,32.5,1,0,3.436268471383741,0,0
123,1,2,32.5,0,0,2.6390573296152584,2,1
124,0,1,54.0,0,1,4.360387947851531,2,0
125,1,3,12.0,1,0,2.5048481563289,0,0
126,0,3,29.69911764705882,0,0,2.169053700369523,1,0
127,1,3,24.0,0,0,2.0969990034181696,2,0
128,1,3,29.69911764705882,1,1,3.1509523813392697,0,1
129,0,3,45.0,0,0,2.076311648670908,2,0
130,0,3,33.0,0,0,2.1855792552411137,0,0
131,0,3,20.0,0,0,2.0856720914304723,2,0
132,0,3,47.0,1,0,2.740840023925201,2,1
133,1,2,29.0,1,0,3.295836866004329,2,1
134,0,2,25.0,0,0,2.6390573296152584,2,0
135,0,2,23.0,0,0,2.775447133088262,0,0
136,1,1,19.0,0,2,3.3062747934011893,2,1
137,0,1,37.0,1,0,3.9908341858524357,2,0
138,0,3,16.0,0,0,2.3240236363515288,2,0
139,0,1,24.0,0,0,4.384523514872469,0,0
140,0,3,29.69911764705882,0,2,2.7878344138303452,0,1
141,1,3,22.0,0,0,2.169053700369523,2,1
142,1,3,24.0,1,0,2.8243506567983707,2,1
143,0,3,19.0,0,0,2.0476928433652555,1,0
144,0,2,18.0,0,0,2.5257286443082556,2,0
145,0,2,19.0,1,1,3.6309854756950335,2,0
146,1,3,27.0,0,0,2.174274334826008,2,0
147,0,3,9.0,2,2,3.5660053559634015,2,1
148,0,2,36.5,0,2,3.295836866004329,2,0
149,0,2,42.0,0,0,2.6390573296152584,2,0
150,0,2,51.0,0,0,2.6045398247325453,2,0
151,1,1,22.0,1,0,4.213607983048918,2,1
152,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
153,0,3,40.5,0,2,2.740840023925201,2,0
154,0,3,29.69911764705882,0,0,2.1177604059819726,2,0
155,0,1,51.0,0,1,4.133231886474144,0,0
156,1,3,16.0,0,0,2.167143305297764,1,1
157,0,3,30.0,0,0,2.2027647577118348,2,0
158,0,3,29.69911764705882,0,0,2.2682524139135403,2,0
159,0,3,29.69911764705882,8,2,4.256321678298823,2,0
160,0,3,44.0,0,1,2.8390784635086144,2,0
161,1,2,40.0,0,0,2.8183982582710754,2,1
162,0,3,26.0,0,0,2.1719067693519296,2,0
163,0,3,17.0,0,0,2.2682524139135403,2,0
164,0,3,29.69911764705882,4,1,3.705920919968788,2,0
165,1,3,9.0,0,2,3.0692150503137943,2,0
166,1,1,29.69911764705882,0,1,4.02535169073515,2,1
167,0,3,45.0,1,4,3.3638415951183864,2,1
168,0,1,29.69911764705882,0,0,3.2930552230424524,2,0
169,0,3,28.0,0,0,4.05171190165724,2,0
170,0,1,29.69911764705882,0,0,3.5409593240373143,2,0
171,0,3,4.0,4,1,3.405355391810819,1,0
172,1,3,29.69911764705882,1,1,2.495953738718064,2,1
173,0,3,21.0,0,0,2.188856327665703,2,0
174,0,1,29.69911764705882,0,0,3.4561841799918147,0,0
175,0,3,18.0,1,1,2.180891922715322,2,0
176,0,3,29.69911764705882,3,1,3.275887339030031,2,0
177,0,1,50.0,0,0,3.391567832686312,0,1
178,0,2,30.0,0,0,2.6390573296152584,2,0
179,0,3,36.0,0,0,0.0,2,0
180,0,3,29.69911764705882,8,2,4.256321678298823,2,1
181,0,2,29.69911764705882,0,0,2.775708849576025,0,0
182,0,3,9.0,4,2,3.4777725458882283,2,0
183,1,2,29.69911764705882,2,1,3.6888794541139363,2,0
184,1,3,4.0,0,2,3.1365805821413706,2,1
185,0,1,29.69911764705882,0,0,3.9318256327243257,2,0
186,1,3,29.69911764705882,1,0,2.803360380906535,1,1
187,1,1,45.0,0,0,3.3160025355989236,2,0
188,0,3,40.0,1,1,2.803360380906535,1,0
189,0,3,36.0,0,0,2.1855792552411137,2,0
190,1,2,32.0,0,0,2.6390573296152584,2,1
191,0,2,19.0,0,0,2.6390573296152584,2,0
192,1,3,19.0,1,0,2.180891922715322,2,1
193,1,2,3.0,1,1,3.295836866004329,2,0
194,1,1,44.0,0,0,3.357621598945279,0,1
195,1,1,29.69911764705882,0,0,4.993969182787072,0,1
196,0,3,29.69911764705882,0,0,2.169053700369523,1,0
197,0,3,42.0,0,1,2.2411563979973974,2,0
198,1,3,29.69911764705882,0,0,2.169053700369523,1,1
199,0,2,24.0,0,0,2.6390573296152584,2,1
200,0,3,28.0,0,0,2.3513752571634776,2,0
201,0,3,29.69911764705882,8,2,4.256321678298823,2,0
202,0,3,34.0,0,0,2.0143428636837015,2,0
203,0,3,45.5,0,0,2.1071782966514356,0,0
204,1,3,18.0,0,0,2.2027647577118348,2,0
205,0,3,29.69911764705882,0,1,2.4390808375825834,2,1
206,0,3,32.0,1,0,2.8243506567983707,2,0
207,1,3,26.0,0,0,2.9850504252071306,0,0
208,1,3,16.0,0,0,2.169053700369523,1,1
209,1,1,40.0,0,0,3.4657359027997265,0,0
210,0,3,24.0,0,0,2.0856720914304723,2,0
211,1,2,35.0,0,0,3.091042453358316,2,1
212,0,3,22.0,0,0,2.1102132003465894,2,0
213,0,2,30.0,0,0,2.6390573296152584,2,0
214,0,3,29.69911764705882,1,0,2.169053700369523,1,0
215,1,1,31.0,1,0,4.738607824217808,0,1
216,1,3,27.0,0,0,2.188856327665703,2,1
217,0,2,42.0,1,0,3.332204510175204,2,0
218,1,1,32.0,0,0,4.347586575960343,0,1
219,0,2,30.0,0,0,2.4423470353692043,2,0
220,1,3,16.0,0,0,2.2027647577118348,2,0
221,0,2,27.0,0,0,2.6390573296152584,2,0
222,0,3,51.0,0,0,2.2027647577118348,2,0
223,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
224,1,1,38.0,1,0,4.51085950651685,2,0
225,0,3,22.0,0,0,2.336986519711378,2,0
226,1,2,19.0,0,0,2.4423470353692043,2,0
227,0,3,20.5,0,0,2.1102132003465894,2,0
228,0,2,18.0,0,0,2.6390573296152584,2,0
229,0,3,29.69911764705882,3,1,3.275887339030031,2,1
230,1,1,35.0,1,0,4.436455632600354,2,1
231,0,3,29.0,0,0,2.1719067693519296,2,0
232,0,2,29.69911764705882,0,0,2.6741486494265287,2,0
233,1,3,5.0,4,2,3.4777725458882283,2,1
234,0,2,24.0,0,0,2.4423470353692043,2,0
235,0,3,29.69911764705882,0,0,2.145931282948669,2,1
236,0,2,44.0,1,0,3.295836866004329,2,0
237,1,2,8.0,0,2,3.305053521109253,2,1
238,0,2,19.0,0,0,2.4423470353692043,2,0
239,0,2,33.0,0,0,2.5858825671280026,2,0
240,0,3,29.69911764705882,1,0,2.737880811060884,0,1
241,1,3,29.69911764705882,1,0,2.803360380906535,1,1
242,0,2,29.0,0,0,2.4423470353692043,2,0
243,0,3,22.0,0,0,2.094945728215801,2,0
244,0,3,30.0,0,0,2.1071782966514356,0,0
245,0,1,44.0,2,0,4.51085950651685,1,0
246,0,3,25.0,0,0,2.1719067693519296,2,1
247,1,2,24.0,0,2,2.740840023925201,2,1
248,1,1,37.0,1,1,3.9806942251907276,2,0
249,0,2,54.0,1,0,3.295836866004329,2,0
250,0,3,29.69911764705882,0,0,2.1102132003465894,2,0
251,0,3,29.0,1,1,2.4390808375825834,2,1
252,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
253,0,3,30.0,1,0,2.8390784635086144,2,0
254,0,3,41.0,0,2,3.0545906305603445,2,1
255,1,3,29.0,0,2,2.7878344138303452,0,1
256,1,1,29.69911764705882,0,0,4.384523514872469,0,1
257,1,1,30.0,0,0,4.471638793363569,2,1
258,1,1,35.0,0,0,6.240917354759096,0,1
259,1,2,50.0,0,1,3.295836866004329,2,1
260,0,3,29.69911764705882,0,0,2.169053700369523,1,0
261,1,3,3.0,4,2,3.4777725458882283,2,0
262,0,1,52.0,1,1,4.390118804571218,2,0
263,0,1,40.0,0,0,0.0,2,0
264,0,3,29.69911764705882,0,0,2.169053700369523,1,1
265,0,2,36.0,0,0,2.4423470353692043,2,0
266,0,3,16.0,4,1,3.705920919968788,2,0
267,1,3,25.0,1,0,2.1719067693519296,2,0
268,1,1,29.69911764705882,0,1,5.039951348430309,2,1
269,1,1,35.0,0,0,4.91730069488021,2,1
270,0,1,29.69911764705882,0,0,3.4657359027997265,2,0
271,1,3,25.0,0,0,0.0,2,0
272,1,2,41.0,0,1,3.0204248861443626,2,1
273,0,1,37.0,0,1,3.4242626545931514,0,0
274,1,3,29.69911764705882,0,0,2.169053700369523,1,1
275,1,1,29.69911764705882,1,0,4.368919865004903,2,1
276,0,3,45.0,0,0,2.169053700369523,2,1
277,0,2,29.69911764705882,0,0,0.0,2,0
278,0,3,7.0,4,1,3.405355391810819,1,0
279,1,3,35.0,1,1,3.056356895370426,2,1
280,0,3,29.69911764705882,0,0,2.169053700369523,1,0
281,0,3,28.0,0,0,2.180891922715322,2,0
282,0,3,16.0,0,0,2.3513752571634776,2,0
283,1,3,19.0,0,0,2.2027647577118348,2,0
284,0,1,29.69911764705882,0,0,3.295836866004329,2,0
285,0,3,33.0,0,0,2.2682524139135403,0,0
286,1,3,30.0,0,0,2.3513752571634776,2,0
287,0,3,22.0,0,0,2.1855792552411137,2,0
288,1,2,42.0,0,0,2.6390573296152584,2,0
289,1,3,22.0,0,0,2.169053700369523,1,1
290,1,1,26.0,0,0,4.380149874661021,2,1
291,1,1,19.0,1,0,4.5226490762785785,0,1
292,0,2,36.0,0,0,2.630088659632498,0,0
293,0,3,24.0,0,0,2.2874714551839976,2,1
294,0,3,24.0,0,0,2.1855792552411137,2,0
295,0,1,29.69911764705882,0,0,3.357621598945279,0,0
296,0,3,23.5,0,0,2.1076888046179385,0,0
297,0,1,29.69911764705882,1,2,5.027492411162679,2,1
298,1,1,29.69911764705882,0,0,3.449987545831587,2,0
299,1,1,50.0,0,1,5.515526544247129,0,1
300,1,3,29.69911764705882,0,0,2.169053700369523,1,1
301,1,3,29.69911764705882,2,0,3.188416617383492,1,0
302,0,3,19.0,0,0,0.0,2,0
303,1,2,29.69911764705882,0,0,2.5915163848462583,1,1
304,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
305,1,1,29.69911764705882,1,2,5.027492411162679,2,0
306,1,1,29.69911764705882,0,0,4.717456363787216,0,1
307,1,1,17.0,1,0,4.699570861409576,0,1
308,0,2,30.0,1,0,3.2188758248682006,0,0
309,1,1,30.0,0,0,4.0592215752427645,0,1
310,1,1,24.0,0,0,4.432699549165613,0,1
311,1,1,18.0,2,2,5.5735788721243535,0,1
312,0,2,26.0,1,1,3.295836866004329,2,1
313,0,3,28.0,0,0,2.1855792552411137,2,0
314,0,2,43.0,1,1,3.305053521109253,2,0
315,1,3,26.0,0,0,2.180891922715322,2,1
316,1,2,24.0,1,0,3.295836866004329,2,1
317,0,2,54.0,0,0,2.70805020110221,2,0
318,1,1,31.0,0,2,5.11118445372147,2,1
319,1,1,40.0,1,1,4.908971640319756,0,1
320,0,3,22.0,0,0,2.1102132003465894,2,0
321,0,3,27.0,0,0,2.1855792552411137,2,0
322,1,2,30.0,0,0,2.5915163848462583,1,1
323,1,2,22.0,1,1,3.4011973816621555,2,1
324,0,3,29.69911764705882,8,2,4.256321678298823,2,0
325,1,1,36.0,0,0,4.91730069488021,0,1
326,0,3,29.69911764705882,0,0,1.9792758428991135,2,0
327,1,2,36.0,0,0,2.6390573296152584,2,1
328,1,3,31.0,1,1,3.0692150503137943,2,1
329,1,1,16.0,0,1,4.077184839375167,0,1
330,1,3,29.69911764705882,2,0,3.188416617383492,1,1
331,0,1,45.5,0,0,3.3843902633457743,2,0
332,0,1,38.0,0,1,5.039951348430309,2,0
333,0,3,16.0,2,0,2.9444389791664403,2,0
334,1,1,29.69911764705882,1,0,4.902678819257608,2,1
335,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
336,0,1,29.0,1,0,4.213607983048918,2,0
337,1,1,41.0,0,0,4.908971640319756,0,1
338,1,3,45.0,0,0,2.2027647577118348,2,0
339,0,1,45.0,0,0,3.597312260588446,2,0
340,1,2,29.69911764705882,1,1,3.295836866004329,2,0
341,1,1,24.0,3,2,5.575949103146316,2,1
342,0,2,28.0,0,0,2.6390573296152584,2,0
343,0,2,25.0,0,0,2.6390573296152584,2,0
344,0,2,36.0,0,0,2.6390573296152584,2,0
345,1,2,24.0,0,0,2.6390573296152584,2,1
346,1,2,40.0,0,0,2.6390573296152584,2,1
347,1,3,29.69911764705882,1,0,2.8390784635086144,2,1
348,1,3,3.0,1,1,2.8273136219290276,2,0
349,0,3,42.0,0,0,2.2682524139135403,2,0
350,0,3,23.0,0,0,2.3248357019288655,2,0
351,0,1,29.69911764705882,0,0,3.58351893845611,2,0
352,0,3,15.0,1,1,2.1076888046179385,0,0
353,0,3,25.0,1,0,2.9338568698359038,2,0
354,0,3,29.69911764705882,0,0,2.1071782966514356,0,0
355,0,3,28.0,0,0,2.3513752571634776,2,0
356,1,1,22.0,0,1,4.02535169073515,2,1
357,0,2,38.0,0,0,2.6390573296152584,2,1
358,1,3,29.69911764705882,0,0,2.1837114628556327,1,1
359,1,3,29.69911764705882,0,0,2.1837114628556327,1,1
360,0,3,40.0,1,4,3.3638415951183864,2,0
361,0,2,29.0,1,0,3.357621598945279,0,0
362,0,3,45.0,0,1,2.737880811060884,0,1
363,0,3,35.0,0,0,2.0856720914304723,2,0
364,0,3,29.69911764705882,1,0,2.803360380906535,1,0
365,0,3,30.0,0,0,2.1102132003465894,2,0
366,1,1,29.69911764705882,1,0,4.334017415487521,0,1
367,1,3,29.69911764705882,0,0,2.1076888046179385,0,1
368,1,3,29.69911764705882,0,0,2.169053700369523,1,1
369,1,1,24.0,0,0,4.252771798816619,0,1
370,1,1,25.0,1,0,4.0332082470129285,0,0
371,0,3,18.0,1,0,2.0143428636837015,2,0
372,0,3,19.0,0,0,2.2027647577118348,2,0
373,0,1,22.0,0,0,4.91730069488021,0,0
374,0,3,3.0,3,1,3.0944457464900235,2,1
375,1,1,29.69911764705882,1,0,4.420896324687287,0,1
376,1,3,22.0,0,0,2.1102132003465894,2,1
377,0,1,27.0,0,2,5.358941988364472,0,0
378,0,3,20.0,0,0,1.6119347926326877,0,0
379,0,3,19.0,0,0,2.1719067693519296,2,0
380,1,1,42.0,0,0,5.4316456135398825,0,1
381,1,3,29.69911764705882,0,2,2.817902613071225,0,1
382,0,3,32.0,0,0,2.188856327665703,2,0
383,1,1,35.0,1,0,3.970291913552122,2,1
384,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
385,0,2,18.0,0,0,4.310799125385514,2,0
386,0,3,29.69911764705882,5,2,3.8691155044168695,2,0
387,1,2,36.0,0,0,2.6390573296152584,2,1
388,0,3,29.69911764705882,0,0,2.1666737276227077,1,0
389,1,2,17.0,0,0,2.5649493574615367,0,1
390,1,1,36.0,1,2,4.795790545596741,2,0
391,1,3,21.0,0,0,2.174274334826008,2,0
392,0,3,28.0,2,0,2.188856327665703,2,0
393,1,1,23.0,1,0,4.738607824217808,0,1
394,1,3,24.0,0,2,2.8735646395797834,2,1
395,0,3,22.0,0,0,2.174274334826008,2,0
396,0,3,31.0,0,0,2.180891922715322,2,1
397,0,2,46.0,0,0,3.295836866004329,2,0
398,0,2,23.0,0,0,2.4423470353692043,2,0
399,1,2,28.0,0,0,2.613739521630969,2,1
400,1,3,39.0,0,0,2.188856327665703,2,0
401,0,3,26.0,0,0,2.2027647577118348,2,0
402,0,3,21.0,1,0,2.3818582738885534,2,1
403,0,3,28.0,1,0,2.8243506567983707,2,0
404,0,3,20.0,0,0,2.2682524139135403,2,1
405,0,2,34.0,1,0,3.091042453358316,2,0
406,0,3,51.0,0,0,2.169053700369523,2,0
407,1,2,3.0,1,1,2.9831534913471307,2,0
408,0,3,21.0,0,0,2.1719067693519296,2,0
409,0,3,29.69911764705882,3,1,3.275887339030031,2,1
410,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
411,0,3,29.69911764705882,0,0,2.061570298060867,1,0
412,1,1,33.0,1,0,4.51085950651685,1,1
413,0,2,29.69911764705882,0,0,0.0,2,0
414,1,3,44.0,0,0,2.188856327665703,2,0
415,0,3,29.69911764705882,0,0,2.2027647577118348,2,1
416,1,2,34.0,1,1,3.5115454388310208,2,1
417,1,2,18.0,0,2,2.6390573296152584,2,1
418,0,2,30.0,0,0,2.6390573296152584,2,0
419,0,3,10.0,0,2,3.224857896545748,2,1
420,0,3,29.69911764705882,0,0,2.1855792552411137,0,0
421,0,3,21.0,0,0,2.167143305297764,1,0
422,0,3,29.0,0,0,2.1832383353614797,2,0
423,0,3,28.0,1,1,2.7343675094195836,2,1
424,0,3,18.0,1,1,3.0545906305603445,2,0
425,0,3,29.69911764705882,0,0,2.1102132003465894,2,0
426,1,2,28.0,1,0,3.295836866004329,2,1
427,1,2,19.0,0,0,3.295836866004329,2,1
428,0,3,29.69911764705882,0,0,2.169053700369523,1,0
429,1,3,32.0,0,0,2.2027647577118348,2,0
430,1,1,28.0,0,0,3.3160025355989236,2,0
431,1,3,29.69911764705882,1,0,2.8390784635086144,2,1
432,1,2,42.0,1,0,3.295836866004329,2,1
433,0,3,17.0,0,0,2.094945728215801,2,0
434,0,1,50.0,1,0,4.041295341132285,2,0
435,1,1,14.0,1,2,4.795790545596741,2,1
436,0,3,21.0,2,2,3.5660053559634015,2,1
437,1,2,24.0,2,3,2.9831534913471307,2,1
438,0,1,29.69911764705882,1,4,5.575949103146316,2,0
439,0,2,31.0,0,0,2.4423470353692043,2,0
440,1,2,45.0,1,1,3.305053521109253,2,1
441,0,3,20.0,0,0,2.3513752571634776,2,0
442,0,3,25.0,1,0,2.1719067693519296,2,0
443,1,2,28.0,0,0,2.6390573296152584,2,1
444,1,3,29.69911764705882,0,0,2.2096470973347766,2,0
445,1,1,4.0,0,2,4.417131919904876,2,0
446,1,2,13.0,0,1,3.0204248861443626,2,1
447,1,1,34.0,0,0,3.3160025355989236,2,0
448,1,3,5.0,2,1,3.0085645861193133,0,1
449,1,1,52.0,0,0,3.449987545831587,2,0
450,0,2,36.0,1,2,3.3586377672433594,2,0
451,0,3,29.69911764705882,1,0,3.0429354648621407,2,0
452,0,1,30.0,0,0,3.3586377672433594,0,0
453,1,1,49.0,1,0,4.500966778400217,0,0
454,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
455,1,3,29.0,0,0,2.1855792552411137,0,0
456,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
457,1,1,29.69911764705882,1,0,3.967694202798607,2,1
458,1,2,50.0,0,0,2.4423470353692043,2,1
459,0,3,29.69911764705882,0,0,2.169053700369523,1,0
460,1,1,48.0,0,0,3.3160025355989236,2,0
461,0,3,34.0,0,0,2.2027647577118348,2,0
462,0,1,47.0,0,0,3.676300671907076,2,0
463,0,2,48.0,0,0,2.6390573296152584,2,0
464,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
465,0,3,38.0,0,0,2.0856720914304723,2,0
466,0,2,29.69911764705882,0,0,0.0,2,0
467,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
468,0,3,29.69911764705882,0,0,2.1661924680884908,1,0
469,1,3,29.69911764705882,2,1,3.0085645861193133,0,1
470,0,3,29.69911764705882,0,0,2.1102132003465894,2,0
471,0,3,38.0,0,0,2.2682524139135403,2,0
472,1,2,33.0,1,2,3.3586377672433594,2,1
473,1,2,23.0,0,0,2.694066212646058,0,1
474,0,3,22.0,0,0,2.3830123421066602,2,1
475,0,1,29.69911764705882,0,0,3.970291913552122,2,0
476,0,2,34.0,1,0,3.091042453358316,2,0
477,0,3,29.0,1,0,2.0851502161468174,2,0
478,0,3,22.0,0,0,2.142510233146819,2,0
479,1,3,29.69911764705882,0,1,2.586823743668066,2,1
480,0,3,9.0,5,2,3.8691155044168695,2,0
481,0,2,29.69911764705882,0,0,0.0,2,0
482,0,3,50.0,0,0,2.2027647577118348,2,0
483,1,3,29.69911764705882,0,0,2.3596740599781727,2,1
484,1,1,25.0,1,0,4.5226490762785785,0,0
485,0,3,29.69911764705882,3,1,3.275887339030031,2,1
486,1,1,35.0,1,0,4.51085950651685,2,1
487,0,1,29.69911764705882,0,0,3.4242626545931514,0,0
488,0,3,30.0,0,0,2.2027647577118348,2,0
489,1,3,9.0,1,1,2.8273136219290276,2,0
490,0,3,29.69911764705882,1,0,3.0429354648621407,2,0
491,0,3,21.0,0,0,2.1102132003465894,2,0
492,0,1,29.69911764705882,0,0,3.449987545831587,2,0
493,0,1,29.69911764705882,0,0,3.922056501139853,0,0
494,0,3,21.0,0,0,2.2027647577118348,2,0
495,0,3,29.69911764705882,0,0,2.738146075922933,0,0
496,1,1,54.0,1,0,4.37281811610993,0,1
497,0,3,29.69911764705882,0,0,2.7788192719904172,2,0
498,0,1,25.0,1,2,5.027492411162679,2,1
499,0,3,24.0,0,0,2.174274334826008,2,0
500,0,3,17.0,0,0,2.2682524139135403,2,0
501,0,3,21.0,0,0,2.169053700369523,1,1
502,0,3,29.69911764705882,0,0,2.155151800914312,1,1
503,0,3,37.0,0,0,2.3596740599781727,2,1
